created_at,entry_id,field1,field2
2017-03-07 14:17:09 UTC,100,37.1,23.8
2017-03-07 14:32:09 UTC,101,35.1,23.7
2017-03-07 14:47:09 UTC,102,33.5,23.4
2017-03-07 15:02:09 UTC,103,33.4,23.1
2017-03-07 15:17:09 UTC,104,34.1,22.9
2017-03-07 15:32:09 UTC,105,36.8,22.8
2017-03-07 15:47:09 UTC,106,35.7,23.1
2017-03-07 16:02:09 UTC,107,35.5,23.4
2017-03-07 16:17:09 UTC,108,36.2,23.4
2017-03-07 16:32:09 UTC,109,37.0,23.6
2017-03-07 16:47:09 UTC,110,36.8,23.7
2017-03-07 17:02:09 UTC,111,34.8,23.6
2017-03-07 17:17:09 UTC,112,34.9,23.5
2017-03-07 17:32:09 UTC,113,35.7,23.5
2017-03-07 17:47:09 UTC,114,35.3,23.5
2017-03-07 18:02:09 UTC,115,34.5,23.5
2017-03-07 18:17:09 UTC,116,35.5,23.6
2017-03-07 18:32:09 UTC,117,36.4,23.6
2017-03-07 18:47:09 UTC,118,35.3,23.6
2017-03-07 19:02:09 UTC,119,34.5,23.6
2017-03-07 19:17:09 UTC,120,35.4,23.6
2017-03-07 19:32:09 UTC,121,36.0,23.6
2017-03-07 19:47:09 UTC,122,35.2,23.6
2017-03-07 20:02:09 UTC,123,34.5,23.6
2017-03-07 20:17:09 UTC,124,34.9,23.5
2017-03-07 20:32:09 UTC,125,35.5,23.6
2017-03-07 20:47:09 UTC,126,35.2,23.6
2017-03-07 21:02:09 UTC,127,34.4,23.5
2017-03-07 21:17:09 UTC,128,34.8,23.5
2017-03-07 21:32:09 UTC,129,36.2,23.5
2017-03-07 21:47:09 UTC,130,37.0,23.6
2017-03-07 22:02:09 UTC,131,35.6,23.6
2017-03-07 22:17:09 UTC,132,34.8,23.5
2017-03-07 22:32:09 UTC,133,35.8,23.5
2017-03-07 22:47:09 UTC,134,35.0,23.4
2017-03-07 23:02:09 UTC,135,35.4,23.2
2017-03-07 23:17:09 UTC,136,35.9,23.0
2017-03-07 23:32:09 UTC,137,36.2,22.8
2017-03-07 23:47:09 UTC,138,36.5,22.7
2017-03-08 00:02:09 UTC,139,36.6,22.5
2017-03-08 00:17:09 UTC,140,36.6,22.4
2017-03-08 00:32:09 UTC,141,36.8,22.3
2017-03-08 00:47:09 UTC,142,36.7,22.3
2017-03-08 01:02:09 UTC,143,36.9,22.2
2017-03-08 01:17:09 UTC,144,36.9,22.1
2017-03-08 01:32:09 UTC,145,37.0,22.0
2017-03-08 01:47:09 UTC,146,36.9,22.0
2017-03-08 02:02:09 UTC,147,37.0,21.9
2017-03-08 02:17:09 UTC,148,37.0,21.9
2017-03-08 02:32:09 UTC,149,37.0,21.8
2017-03-08 02:47:09 UTC,150,37.0,21.8
2017-03-08 03:02:09 UTC,151,37.1,21.7
2017-03-08 03:17:09 UTC,152,37.0,21.7
2017-03-08 03:32:09 UTC,153,37.1,21.6
2017-03-08 03:47:09 UTC,154,37.0,21.6
2017-03-08 04:02:09 UTC,155,37.2,21.5
2017-03-08 04:17:09 UTC,156,37.1,21.5
2017-03-08 04:32:09 UTC,157,37.2,21.5
2017-03-08 04:47:09 UTC,158,37.2,21.4
2017-03-08 05:02:09 UTC,159,37.1,21.4
2017-03-08 05:17:09 UTC,160,35.6,21.3
2017-03-08 05:32:09 UTC,161,34.2,21.2
2017-03-08 05:47:09 UTC,162,32.5,21.6
2017-03-08 06:02:09 UTC,163,31.6,21.6
2017-03-08 06:17:09 UTC,164,30.4,21.5
2017-03-08 06:32:09 UTC,165,32.1,21.6
2017-03-08 06:47:09 UTC,166,34.7,21.9
2017-03-08 07:02:09 UTC,167,38.2,22.0
2017-03-08 07:17:09 UTC,168,37.2,21.9
2017-03-08 07:32:09 UTC,169,39.8,22.2
2017-03-08 07:47:09 UTC,170,38.6,22.4
2017-03-08 08:02:09 UTC,171,36.1,22.6
2017-03-08 08:17:09 UTC,172,37.4,22.6
2017-03-08 08:32:09 UTC,173,37.2,22.6
2017-03-08 08:47:09 UTC,174,34.8,22.8
2017-03-08 09:02:09 UTC,175,35.3,22.6
2017-03-08 09:17:09 UTC,176,35.7,22.5
2017-03-08 09:32:09 UTC,177,35.2,22.5
2017-03-08 09:47:09 UTC,178,34.5,22.5
2017-03-08 10:02:09 UTC,179,33.7,22.4
2017-03-08 10:17:09 UTC,180,34.9,22.5
2017-03-08 10:32:09 UTC,181,35.8,22.7
2017-03-08 10:47:09 UTC,182,35.8,22.9
2017-03-08 11:02:09 UTC,183,36.1,23.1
2017-03-08 11:17:09 UTC,184,36.3,23.1
2017-03-08 11:32:09 UTC,185,37.3,23.3
2017-03-08 11:47:09 UTC,186,37.9,23.4
2017-03-08 12:02:09 UTC,187,36.8,23.5
2017-03-08 12:17:09 UTC,188,36.8,23.5
2017-03-08 12:32:09 UTC,189,37.6,23.6
2017-03-08 12:47:09 UTC,190,37.2,23.6
2017-03-08 13:02:09 UTC,191,36.5,23.5
2017-03-08 13:17:09 UTC,192,36.2,23.6
2017-03-08 13:32:09 UTC,193,36.4,23.7
2017-03-08 13:47:09 UTC,194,37.2,23.7
2017-03-08 14:02:09 UTC,195,37.3,23.8
2017-03-08 14:17:09 UTC,196,36.1,23.7
2017-03-08 14:32:09 UTC,197,33.9,21.5
2017-03-08 14:47:09 UTC,198,34.2,23.1
2017-03-08 15:02:09 UTC,199,34.5,23.3
2017-03-08 15:17:09 UTC,200,34.2,23.2
2017-03-08 15:32:09 UTC,201,33.6,23.3
2017-03-08 15:47:09 UTC,202,33.1,23.2
2017-03-08 16:02:09 UTC,203,33.8,23.3
2017-03-08 16:17:09 UTC,204,35.1,23.5
2017-03-08 16:32:09 UTC,205,36.1,23.7
2017-03-08 16:47:09 UTC,206,35.3,23.7
2017-03-08 17:02:09 UTC,207,35.0,23.8
2017-03-08 17:17:09 UTC,208,36.3,23.8
2017-03-08 17:32:09 UTC,209,35.6,23.8
2017-03-08 17:47:09 UTC,210,34.5,23.8
2017-03-08 18:02:09 UTC,211,35.0,23.8
2017-03-08 18:17:09 UTC,212,35.6,23.8
2017-03-08 18:32:09 UTC,213,35.1,23.7
2017-03-08 18:47:09 UTC,214,34.7,23.7
2017-03-08 19:02:09 UTC,215,35.9,23.7
2017-03-08 19:17:09 UTC,216,35.9,23.7
2017-03-08 19:32:09 UTC,217,35.0,23.7
2017-03-08 19:47:09 UTC,218,35.4,23.6
2017-03-08 20:02:09 UTC,219,36.2,23.7
2017-03-08 20:17:09 UTC,220,35.9,23.6
2017-03-08 20:32:09 UTC,221,35.2,23.6
2017-03-08 20:47:09 UTC,222,35.1,23.6
2017-03-08 21:02:09 UTC,223,35.7,23.7
2017-03-08 21:17:09 UTC,224,35.5,23.9
2017-03-08 21:32:09 UTC,225,34.8,23.8
2017-03-08 21:47:09 UTC,226,34.6,23.8
2017-03-08 22:02:09 UTC,227,35.1,23.9
2017-03-08 22:17:09 UTC,228,35.4,23.9
2017-03-08 22:32:09 UTC,229,35.6,23.9
2017-03-08 22:47:09 UTC,230,34.7,23.7
2017-03-08 23:02:09 UTC,231,35.3,23.4
2017-03-08 23:17:09 UTC,232,35.8,23.2
2017-03-08 23:32:09 UTC,233,35.9,23.1
2017-03-08 23:47:09 UTC,234,36.4,22.8
2017-03-09 00:02:09 UTC,235,36.7,22.7
2017-03-09 00:17:09 UTC,236,36.8,22.5
2017-03-09 00:32:09 UTC,237,37.0,22.4
2017-03-09 00:47:09 UTC,238,37.1,22.4
2017-03-09 01:02:09 UTC,239,37.1,22.3
2017-03-09 01:17:09 UTC,240,37.1,22.2
2017-03-09 01:32:09 UTC,241,37.2,22.1
2017-03-09 01:47:09 UTC,242,37.2,22.1
2017-03-09 02:02:09 UTC,243,37.2,22.1
2017-03-09 02:17:09 UTC,244,37.2,22.0
2017-03-09 02:32:09 UTC,245,37.3,22.0
2017-03-09 02:47:09 UTC,246,37.4,21.9
2017-03-09 03:02:09 UTC,247,37.4,21.9
2017-03-09 03:17:09 UTC,248,37.4,21.8
2017-03-09 03:32:09 UTC,249,37.4,21.8
2017-03-09 03:47:09 UTC,250,37.4,21.7
2017-03-09 04:02:09 UTC,251,37.4,21.7
2017-03-09 04:17:09 UTC,252,37.5,21.7
2017-03-09 04:32:09 UTC,253,37.4,21.6
2017-03-09 04:47:09 UTC,254,37.5,21.6
2017-03-09 05:02:09 UTC,255,37.5,21.5
2017-03-09 05:17:09 UTC,256,36.9,21.5
2017-03-09 05:32:09 UTC,257,36.5,21.4
2017-03-09 05:47:09 UTC,258,35.2,21.7
2017-03-09 06:02:09 UTC,259,34.4,21.7
2017-03-09 06:17:09 UTC,260,33.6,22.0
2017-03-09 06:32:09 UTC,261,34.6,22.1
2017-03-09 06:47:09 UTC,262,36.6,22.3
2017-03-09 07:02:09 UTC,263,39.4,22.5
2017-03-09 07:17:09 UTC,264,36.2,20.6
2017-03-09 07:32:09 UTC,265,36.3,21.0
2017-03-09 07:47:09 UTC,266,35.2,21.3
2017-03-09 08:02:09 UTC,267,36.2,21.8
2017-03-09 08:17:09 UTC,268,37.8,21.6
2017-03-09 08:32:09 UTC,269,37.1,21.9
2017-03-09 08:47:09 UTC,270,36.6,22.1
2017-03-09 09:02:09 UTC,271,36.6,22.3
2017-03-09 09:17:09 UTC,272,36.9,22.4
2017-03-09 09:32:09 UTC,273,38.6,22.5
2017-03-09 09:47:09 UTC,274,38.2,22.7
2017-03-09 10:02:09 UTC,275,37.3,22.9
2017-03-09 10:17:09 UTC,276,37.1,23.0
2017-03-09 10:32:09 UTC,277,37.5,23.0
2017-03-09 10:47:09 UTC,278,36.2,22.8
2017-03-09 11:02:09 UTC,279,36.0,22.7
2017-03-09 11:17:09 UTC,280,35.6,22.8
2017-03-09 11:32:09 UTC,281,36.6,23.0
2017-03-09 11:47:09 UTC,282,37.0,23.0
2017-03-09 12:02:09 UTC,283,36.3,23.1
2017-03-09 12:17:09 UTC,284,35.6,23.1
2017-03-09 12:32:09 UTC,285,37.4,23.1
2017-03-09 12:47:09 UTC,286,37.8,22.8
2017-03-09 13:02:09 UTC,287,37.5,23.1
2017-03-09 13:17:09 UTC,288,37.8,23.3
2017-03-09 13:32:09 UTC,289,37.7,23.2
2017-03-09 13:47:09 UTC,290,37.3,23.0
2017-03-09 14:02:09 UTC,291,37.1,23.2
2017-03-09 14:17:09 UTC,292,37.5,23.1
2017-03-09 14:32:09 UTC,293,38.0,23.3
2017-03-09 14:47:09 UTC,294,38.5,23.4
2017-03-09 15:02:09 UTC,295,38.4,23.5
2017-03-09 15:17:09 UTC,296,38.4,23.6
2017-03-09 15:32:09 UTC,297,38.7,23.5
2017-03-09 15:47:09 UTC,298,39.0,23.4
2017-03-09 16:02:09 UTC,299,38.9,23.4
2017-03-09 16:17:09 UTC,300,39.1,23.3
2017-03-09 16:32:09 UTC,301,39.0,23.4
2017-03-09 16:47:09 UTC,302,39.5,23.3
2017-03-09 17:02:09 UTC,303,39.2,23.4
2017-03-09 17:17:09 UTC,304,38.8,23.4
2017-03-09 17:32:09 UTC,305,38.1,23.4
2017-03-09 17:47:09 UTC,306,37.3,23.4
2017-03-09 18:02:09 UTC,307,36.5,23.4
2017-03-09 18:17:09 UTC,308,35.8,23.4
2017-03-09 18:32:09 UTC,309,35.0,23.4
2017-03-09 18:47:09 UTC,310,34.8,23.3
2017-03-09 19:02:09 UTC,311,34.3,23.3
2017-03-09 19:17:09 UTC,312,34.4,23.3
2017-03-09 19:32:09 UTC,313,35.8,23.5
2017-03-09 19:47:09 UTC,314,38.0,23.6
2017-03-09 20:02:09 UTC,315,38.5,23.6
2017-03-09 20:17:09 UTC,316,36.8,23.5
2017-03-09 20:32:09 UTC,317,36.4,23.5
2017-03-09 20:47:09 UTC,318,37.3,23.5
2017-03-09 21:02:09 UTC,319,37.2,23.5
2017-03-09 21:17:09 UTC,320,36.5,23.5
2017-03-09 21:32:09 UTC,321,37.6,23.5
2017-03-09 21:47:09 UTC,322,37.6,23.5
2017-03-09 22:02:09 UTC,323,36.5,23.5
2017-03-09 22:17:09 UTC,324,36.9,23.5
2017-03-09 22:32:09 UTC,325,37.9,23.5
2017-03-09 22:47:09 UTC,326,36.3,23.4
2017-03-09 23:02:09 UTC,327,36.7,23.1
2017-03-09 23:17:09 UTC,328,37.1,22.9
2017-03-09 23:32:09 UTC,329,37.4,22.8
2017-03-09 23:47:09 UTC,330,37.5,22.6
2017-03-10 00:02:09 UTC,331,37.6,22.5
2017-03-10 00:17:09 UTC,332,37.6,22.4
2017-03-10 00:32:09 UTC,333,37.7,22.3
2017-03-10 00:47:09 UTC,334,37.7,22.2
2017-03-10 01:02:09 UTC,335,37.8,22.1
2017-03-10 01:17:09 UTC,336,37.9,22.0
2017-03-10 01:32:09 UTC,337,37.9,22.0
2017-03-10 01:47:09 UTC,338,37.9,21.9
2017-03-10 02:02:09 UTC,339,37.8,21.9
2017-03-10 02:17:09 UTC,340,37.8,21.8
2017-03-10 02:32:09 UTC,341,37.8,21.8
2017-03-10 02:47:09 UTC,342,37.8,21.7
2017-03-10 03:02:09 UTC,343,37.8,21.7
2017-03-10 03:17:09 UTC,344,37.7,21.7
2017-03-10 03:32:09 UTC,345,37.7,21.6
2017-03-10 03:47:09 UTC,346,37.5,21.6
2017-03-10 04:02:09 UTC,347,37.5,21.6
2017-03-10 04:17:09 UTC,348,37.4,21.5
2017-03-10 04:32:09 UTC,349,37.4,21.5
2017-03-10 04:47:09 UTC,350,37.3,21.5
2017-03-10 05:02:09 UTC,351,37.2,21.4
2017-03-10 05:17:09 UTC,352,35.4,21.3
2017-03-10 05:32:09 UTC,353,34.5,21.2
2017-03-10 05:47:09 UTC,354,32.5,21.6
2017-03-10 06:02:09 UTC,355,31.9,21.6
2017-03-10 06:17:09 UTC,356,31.3,21.8
2017-03-10 06:32:09 UTC,357,32.8,19.0
2017-03-10 06:47:09 UTC,358,35.4,20.2
2017-03-10 07:02:09 UTC,359,39.1,21.3
2017-03-10 07:17:09 UTC,360,38.9,21.4
2017-03-10 07:32:09 UTC,361,40.4,21.8
2017-03-10 07:47:09 UTC,362,40.7,22.1
2017-03-10 08:02:09 UTC,363,37.0,22.2
2017-03-10 08:17:09 UTC,364,37.8,22.4
2017-03-10 08:32:09 UTC,365,38.9,22.5
2017-03-10 08:47:09 UTC,366,38.2,22.7
2017-03-10 09:02:09 UTC,367,37.5,22.9
2017-03-10 09:17:09 UTC,368,38.1,22.9
2017-03-10 09:32:09 UTC,369,38.5,23.0
2017-03-10 09:47:09 UTC,370,38.2,23.1
2017-03-10 10:02:09 UTC,371,38.4,23.3
2017-03-10 10:17:09 UTC,372,38.1,23.4
2017-03-10 10:32:09 UTC,373,38.0,23.4
2017-03-10 10:47:09 UTC,374,37.9,23.5
2017-03-10 11:02:09 UTC,375,38.5,23.7
2017-03-10 11:17:09 UTC,376,38.6,23.8
2017-03-10 11:32:09 UTC,377,39.0,23.8
2017-03-10 11:47:09 UTC,378,38.8,23.9
2017-03-10 12:02:09 UTC,379,38.3,23.9
2017-03-10 12:17:09 UTC,380,36.7,23.8
2017-03-10 12:32:09 UTC,381,34.9,23.7
2017-03-10 12:47:09 UTC,382,34.0,23.5
2017-03-10 13:02:09 UTC,383,34.4,23.5
2017-03-10 13:17:09 UTC,384,36.7,23.7
2017-03-10 13:32:09 UTC,385,37.5,23.8
2017-03-10 13:47:09 UTC,386,36.3,23.9
2017-03-10 14:02:09 UTC,387,37.3,24.0
2017-03-10 14:17:09 UTC,388,37.8,24.0
2017-03-10 14:32:09 UTC,389,37.5,24.0
2017-03-10 14:47:09 UTC,390,36.7,24.0
2017-03-10 15:02:09 UTC,391,35.8,23.9
2017-03-10 15:17:09 UTC,392,36.0,23.6
2017-03-10 15:32:09 UTC,393,36.5,23.3
2017-03-10 15:47:09 UTC,394,37.2,23.3
2017-03-10 16:02:09 UTC,395,37.9,23.6
2017-03-10 16:17:09 UTC,396,38.1,23.7
2017-03-10 16:32:09 UTC,397,37.2,23.7
2017-03-10 16:47:09 UTC,398,36.9,23.6
2017-03-10 17:02:09 UTC,399,37.6,23.5
2017-03-10 17:17:09 UTC,400,38.1,23.5
2017-03-10 17:32:09 UTC,401,37.7,23.6
2017-03-10 17:47:09 UTC,402,36.8,23.5
2017-03-10 18:02:09 UTC,403,36.7,23.5
2017-03-10 18:17:09 UTC,404,37.7,23.5
2017-03-10 18:32:09 UTC,405,37.6,23.5
2017-03-10 18:47:09 UTC,406,36.0,23.5
2017-03-10 19:02:09 UTC,407,36.0,23.5
2017-03-10 19:17:09 UTC,408,36.9,23.6
2017-03-10 19:32:09 UTC,409,36.4,23.5
2017-03-10 19:47:09 UTC,410,35.6,23.5
2017-03-10 20:02:09 UTC,411,35.7,23.6
2017-03-10 20:17:09 UTC,412,36.7,23.6
2017-03-10 20:32:09 UTC,413,37.3,23.6
2017-03-10 20:47:09 UTC,414,38.1,23.6
2017-03-10 21:02:09 UTC,415,37.3,23.5
2017-03-10 21:17:09 UTC,416,35.7,23.5
2017-03-10 21:32:09 UTC,417,36.6,23.6
2017-03-10 21:47:09 UTC,418,37.7,23.6
2017-03-10 22:02:09 UTC,419,37.1,23.6
2017-03-10 22:17:09 UTC,420,36.5,23.5
2017-03-10 22:32:09 UTC,421,36.8,23.5
2017-03-10 22:47:09 UTC,422,35.5,23.2
2017-03-10 23:02:09 UTC,423,36.2,23.0
2017-03-10 23:17:09 UTC,424,36.7,22.8
2017-03-10 23:32:09 UTC,425,36.8,22.6
2017-03-10 23:47:09 UTC,426,37.0,22.5
2017-03-11 00:02:09 UTC,427,36.9,22.4
2017-03-11 00:17:09 UTC,428,37.1,22.3
2017-03-11 00:32:09 UTC,429,37.1,22.2
2017-03-11 00:47:09 UTC,430,37.2,22.1
2017-03-11 01:02:09 UTC,431,37.2,22.0
2017-03-11 01:17:09 UTC,432,37.1,22.0
2017-03-11 01:32:09 UTC,433,37.1,21.9
2017-03-11 01:47:09 UTC,434,37.1,21.9
2017-03-11 02:02:09 UTC,435,37.0,21.8
2017-03-11 02:17:09 UTC,436,36.9,21.8
2017-03-11 02:32:09 UTC,437,36.9,21.7
2017-03-11 02:47:09 UTC,438,37.0,21.7
2017-03-11 03:02:09 UTC,439,36.9,21.6
2017-03-11 03:17:09 UTC,440,36.9,21.5
2017-03-11 03:32:09 UTC,441,36.8,21.5
2017-03-11 03:47:09 UTC,442,36.8,21.5
2017-03-11 04:02:09 UTC,443,36.8,21.4
2017-03-11 04:17:09 UTC,444,36.8,21.4
2017-03-11 04:32:09 UTC,445,36.7,21.3
2017-03-11 04:47:09 UTC,446,36.7,21.3
2017-03-11 05:02:09 UTC,447,36.6,21.3
2017-03-11 05:17:09 UTC,448,34.5,21.2
2017-03-11 05:32:09 UTC,449,34.5,21.1
2017-03-11 05:47:09 UTC,450,31.4,21.6
2017-03-11 06:02:09 UTC,451,30.3,21.5
2017-03-11 06:17:09 UTC,452,29.6,21.8
2017-03-11 06:32:09 UTC,453,31.0,22.0
2017-03-11 06:47:09 UTC,454,33.5,22.2
2017-03-11 07:02:09 UTC,455,36.7,22.3
2017-03-11 07:17:09 UTC,456,38.3,22.5
2017-03-11 07:32:09 UTC,457,39.0,22.6
2017-03-11 07:47:09 UTC,458,39.8,22.7
2017-03-11 08:02:09 UTC,459,37.9,22.7
2017-03-11 08:17:09 UTC,460,36.4,22.8
2017-03-11 08:32:09 UTC,461,38.1,22.8
2017-03-11 08:47:09 UTC,462,37.7,22.9
2017-03-11 09:02:09 UTC,463,37.0,22.9
2017-03-11 09:17:09 UTC,464,38.5,23.0
2017-03-11 09:32:09 UTC,465,37.5,23.0
2017-03-11 09:47:09 UTC,466,36.4,23.1
2017-03-11 10:02:09 UTC,467,37.3,23.2
2017-03-11 10:17:09 UTC,468,38.0,23.2
2017-03-11 10:32:09 UTC,469,37.0,23.2
2017-03-11 10:47:09 UTC,470,36.4,23.3
2017-03-11 11:02:09 UTC,471,37.4,23.3
2017-03-11 11:17:09 UTC,472,37.4,23.3
2017-03-11 11:32:09 UTC,473,36.4,23.3
2017-03-11 11:47:09 UTC,474,36.6,23.4
2017-03-11 12:02:09 UTC,475,37.6,23.5
2017-03-11 12:17:09 UTC,476,38.1,23.5
2017-03-11 12:32:09 UTC,477,37.2,23.5
2017-03-11 12:47:09 UTC,478,36.7,23.5
2017-03-11 13:02:09 UTC,479,37.1,23.6
2017-03-11 13:17:09 UTC,480,37.7,23.6
2017-03-11 13:32:09 UTC,481,38.0,23.6
2017-03-11 13:47:09 UTC,482,37.9,23.7
2017-03-11 14:02:09 UTC,483,37.6,23.7
2017-03-11 14:17:09 UTC,484,37.1,23.7
2017-03-11 14:32:09 UTC,485,36.8,23.7
2017-03-11 14:47:09 UTC,486,37.2,23.7
2017-03-11 15:02:09 UTC,487,37.6,23.7
2017-03-11 15:17:09 UTC,488,37.8,23.7
2017-03-11 15:32:09 UTC,489,37.6,23.8
2017-03-11 15:47:09 UTC,490,36.9,23.8
2017-03-11 16:02:09 UTC,491,36.7,23.8
2017-03-11 16:17:09 UTC,492,37.2,23.7
2017-03-11 16:32:09 UTC,493,37.3,23.7
2017-03-11 16:47:09 UTC,494,37.2,23.7
2017-03-11 17:02:09 UTC,495,37.1,23.7
2017-03-11 17:17:09 UTC,496,37.3,23.8
2017-03-11 17:32:09 UTC,497,38.1,23.7
2017-03-11 17:47:09 UTC,498,37.3,23.7
2017-03-11 18:02:09 UTC,499,36.4,23.8
2017-03-11 18:17:09 UTC,500,37.2,23.8
2017-03-11 18:32:09 UTC,501,37.1,23.7
2017-03-11 18:47:09 UTC,502,36.7,23.7
2017-03-11 19:02:09 UTC,503,37.7,23.6
2017-03-11 19:17:09 UTC,504,38.0,23.4
2017-03-11 19:32:09 UTC,505,36.8,23.5
2017-03-11 19:47:09 UTC,506,36.6,23.5
2017-03-11 20:02:09 UTC,507,37.8,23.6
2017-03-11 20:17:09 UTC,508,37.5,23.6
2017-03-11 20:32:09 UTC,509,36.4,23.6
2017-03-11 20:47:09 UTC,510,36.9,23.5
2017-03-11 21:02:09 UTC,511,37.8,23.6
2017-03-11 21:17:09 UTC,512,37.2,23.6
2017-03-11 21:32:09 UTC,513,36.3,23.6
2017-03-11 21:47:09 UTC,514,37.3,23.6
2017-03-11 22:02:09 UTC,515,37.8,23.6
2017-03-11 22:17:09 UTC,516,36.7,23.6
2017-03-11 22:32:09 UTC,517,36.7,23.6
